-ef_static-

0.072506,-0.048259,-0.086094
0.105405,-0.085765,-0.104473
0.129653,-0.087694,-0.040088
0.086194,-0.041391,-0.064680
0.203706,-0.078888,0.005534
0.235929,-0.027656,0.080371
0.120755,-0.060979,0.047959
0.064429,0.012094,0.189455
0.134690,-0.067430,0.128661
0.118265,-0.081855,-0.015443
0.060479,-0.056781,0.092279
0.072607,0.156803,0.231772
0.018566,-0.023671,0.067140
-0.038020,-0.076817,0.145918
0.035608,-0.258052,0.154549
0.031172,-0.252657,0.125305
-0.092591,-0.071115,-0.008323
0.001909,-0.003317,-0.111694
0.108881,-0.047438,0.002835
0.086564,-0.067431,-0.089871
0.134985,-0.111784,0.093153
-0.026840,0.056939,0.050511
-0.046065,-0.031301,-0.003082
-0.022376,-0.091402,-0.033064
-0.037415,-0.043664,0.057793
-0.035527,-0.040436,0.058141
0.098206,-0.060345,-0.004593
0.126825,-0.085958,-0.017238
0.103713,-0.035204,-0.086874
0.077431,-0.143481,-0.094189
0.051425,-0.137079,-0.099561
-0.072583,-0.005624,0.001747
0.178595,0.079381,0.104196
0.044361,-0.085367,-0.019149
0.317443,0.490895,-0.007647
-0.013207,0.423455,-0.005696
-0.000307,0.445282,-0.007153
-0.009993,0.052283,0.029794
-0.002677,0.053771,-0.091234
0.055064,0.113519,-0.009897
0.035585,0.071583,0.078395
-0.066115,0.047691,0.038359
0.000382,0.016356,-0.034080
0.064765,-0.031050,0.015518
-0.038882,0.041469,0.069934
-0.062306,-0.064728,0.038734
0.060832,-0.068259,-0.009427
-0.007739,0.103109,-0.018962
-0.041827,0.004019,-0.015668
0.081663,0.050794,-0.028742
0.049955,0.046832,-0.086790
-0.026680,0.102614,-0.025770
-0.086112,-0.015358,-0.046870
-0.047718,-0.075412,0.035676
0.010511,0.082140,-0.024182
-0.017763,0.003089,0.000766
0.005940,0.004273,-0.008127
0.052419,0.010851,-0.088585
-0.017973,0.027838,0.000086
0.025812,0.071245,-0.047155
-0.038458,0.061849,-0.056194
0.020865,0.031219,-0.092970
-0.045392,0.036739,-0.004438
-0.090770,0.022850,-0.016071
0.018860,-0.022139,0.056931
-0.030936,0.044011,-0.049153
0.124873,0.035939,0.051742
-0.000567,-0.083107,0.018509
0.091941,0.149320,0.026926
0.134979,-0.108972,-0.059466
0.023991,-0.034031,0.008299
0.069942,-0.024263,0.087778
1.397357,-0.157928,-1.089289
1.258068,-0.151821,-0.984200
0.163470,-0.084568,-0.253444
