u_polar: -11703.433738

pos: 11.623000,-1.525000,-16.434000 ef_static: 3.216441,-2.134657,-5.278907 mu: 1.766082,-0.300540,-2.519516
pos: 13.074381,-0.886453,-18.583961 ef_static: -2.132942,9.054830,-4.639245 mu: -2.782371,6.880081,-2.972687
pos: 13.094607,-0.821650,-18.608301 ef_static: -2.161472,8.861961,-4.268583 mu: 0.000000,0.000000,0.000000
pos: -8.700000,2.673000,-14.518000 ef_static: 0.794149,-0.496826,-0.667213 mu: 1.625146,0.348910,1.499394
pos: -9.903000,3.164000,-14.245000 ef_static: -1.226347,0.409246,-1.484550 mu: -0.462626,0.036747,-1.687339
pos: -11.056000,2.812000,-14.981000 ef_static: -1.051042,-0.066482,-0.801764 mu: -1.010708,-0.301911,0.228355
pos: -12.824000,4.276000,-14.014000 ef_static: -0.108159,0.106433,0.051022 mu: -0.235813,-0.065526,0.053850
pos: -12.358000,3.308000,-14.815000 ef_static: 0.766730,-0.505071,-0.701891 mu: 0.467752,-0.355497,-0.273545
pos: -12.967000,2.921000,-15.319000 ef_static: 1.527804,0.231354,-0.424081 mu: 0.374807,0.108609,-0.099397
pos: -5.236000,5.907000,-13.667000 ef_static: 2.459693,-2.335520,-1.869839 mu: 2.095389,-3.764546,-1.415134
pos: -7.501000,3.117000,-13.722000 ef_static: 3.329562,-0.476338,-2.058893 mu: 5.565301,-1.792637,-1.932016
pos: -5.049000,7.258000,-14.271000 ef_static: 2.207302,-1.533624,-1.710007 mu: 1.238897,-2.660972,-0.438295
pos: -4.303000,7.393000,-15.442000 ef_static: 2.655123,-1.819922,0.102615 mu: 1.996894,-1.888296,0.139603
pos: -4.742000,4.918000,-14.267000 ef_static: 3.512798,-3.098128,-1.101969 mu: 1.554522,-3.060421,-0.025770
pos: -2.699000,7.802000,-17.629000 ef_static: 1.116415,-0.911707,1.631478 mu: 0.334002,0.162356,0.486236
pos: -6.363000,2.695000,-14.124000 ef_static: 3.298144,-0.326396,-0.128376 mu: 3.939068,-0.055707,2.036392
pos: -3.976000,6.625000,-15.898000 ef_static: 2.036259,-1.184540,1.337093 mu: 0.279600,-0.309699,0.217389
pos: -1.333000,7.854000,-19.021000 ef_static: -0.510259,-0.933066,-0.091973 mu: -2.084410,1.331647,-1.879110
pos: 1.414000,7.663000,-15.738000 ef_static: -0.839808,2.055234,2.625100 mu: -0.082575,1.084006,0.859031
pos: 0.165403,4.095153,-15.335634 ef_static: -1.792759,6.737060,1.126115 mu: -5.144356,12.994523,-0.636484
pos: -0.826986,4.503571,-15.784395 ef_static: 1.467706,7.980725,2.388432 mu: -1.157935,6.728936,0.338360
pos: 1.156777,3.689734,-14.884880 ef_static: -21.700636,-2.098307,-6.882376 mu: -18.659866,-2.836862,-6.888404
pos: -0.764848,4.479980,-15.757353 ef_static: 1.436606,7.957038,2.241522 mu: -0.000000,-0.000000,-0.000000
pos: 1.095638,3.713325,-14.913923 ef_static: -19.920610,-0.952318,-6.149966 mu: 0.000000,0.000000,0.000000
pos: 5.909000,5.234000,-13.667000 ef_static: -1.433001,-1.085659,-0.280183 mu: -2.449779,-1.174516,-0.992331
pos: 3.119000,7.499000,-13.722000 ef_static: -2.354423,-0.168302,-1.536925 mu: -2.810379,-0.381276,-1.094453
pos: 7.260000,5.047000,-14.271000 ef_static: 0.098344,-0.294311,0.112697 mu: -0.121325,0.067442,0.690605
pos: 7.395000,4.301000,-15.442000 ef_static: 0.000000,0.000000,0.000000 mu: 0.249515,0.330728,0.232433
pos: 4.920000,4.740000,-14.267000 ef_static: -1.511219,-1.228983,0.097070 mu: -1.487555,-0.522985,0.558326
pos: 7.804000,2.697000,-17.629000 ef_static: 0.000000,0.000000,0.000000 mu: 0.186144,-0.011268,-0.001405
pos: 2.697000,6.361000,-14.124000 ef_static: 0.038310,-0.470806,0.147673 mu: 1.317246,-0.699366,1.372464
pos: 6.627000,3.975000,-15.898000 ef_static: -0.688361,-0.035897,0.127489 mu: -0.079957,0.043452,0.098374
pos: 8.864000,3.194000,-17.163000 ef_static: -0.207421,0.242130,0.060975 mu: -0.351632,0.227332,0.443467
pos: 8.678000,4.039000,-15.935000 ef_static: 0.000000,0.000000,0.000000 mu: 0.078754,0.096534,0.290306
pos: 8.368000,5.528000,-13.609000 ef_static: 0.170947,0.084107,0.179259 mu: -0.068977,0.243189,0.148234
pos: 9.777000,4.552000,-15.287000 ef_static: 0.000000,0.000000,0.000000 mu: 0.194153,0.017693,0.177464
pos: 9.664000,5.269000,-14.098000 ef_static: -0.091713,0.239714,-0.003239 mu: -0.209286,0.336596,-0.053886
pos: 12.515000,4.446000,-14.104000 ef_static: 0.000000,0.000000,0.000000 mu: -0.039113,-0.109039,-0.072935
pos: 10.006000,3.042000,-17.608000 ef_static: -0.377845,0.851644,0.043467 mu: -0.083027,0.490551,0.553714
pos: 10.639000,4.415000,-15.662000 ef_static: 0.152088,-0.159170,-0.184626 mu: 0.088911,-0.107822,-0.089221
pos: -3.196000,8.862000,-17.163000 ef_static: 1.703554,-0.247903,2.213435 mu: 1.374083,0.118259,2.826814
pos: -4.041000,8.676000,-15.935000 ef_static: 1.662568,-0.785992,1.164808 mu: -0.055481,-1.019748,1.844839
pos: -5.530000,8.367000,-13.609000 ef_static: 0.800079,0.583167,-2.421389 mu: 0.643656,-0.060150,-3.018821
pos: -4.554000,9.775000,-15.287000 ef_static: 1.264779,-0.022950,0.856419 mu: 0.150283,-0.075965,0.702738
pos: -5.271000,9.662000,-14.098000 ef_static: 2.684514,0.586304,-0.144483 mu: 3.048571,0.124325,1.160513
pos: -4.448000,12.513000,-14.104000 ef_static: 1.329337,-0.156716,-0.300931 mu: 0.499292,0.103700,0.237786
pos: -3.044000,10.004000,-17.608000 ef_static: -0.006969,1.799344,0.070746 mu: -0.843129,0.579601,-0.123366
pos: -4.416000,10.637000,-15.662000 ef_static: 1.874770,0.359049,-0.062210 mu: 0.438950,0.002622,-0.166751
pos: -1.774000,10.448000,-19.021000 ef_static: -3.180241,3.325017,1.609430 mu: -6.171528,10.297940,3.296116
pos: 0.234000,9.479000,-17.250000 ef_static: -0.664576,-2.649182,1.316959 mu: 0.852089,-2.706887,1.183780
pos: 1.285000,9.627000,-16.220000 ef_static: 1.892268,-2.106100,-0.005319 mu: 2.580972,-1.459997,-0.147969
pos: 1.739000,8.531000,-15.527000 ef_static: -0.711421,-0.829273,1.327568 mu: -0.676731,-0.512587,2.359242
pos: 1.832000,10.866000,-15.944000 ef_static: 3.348467,-0.897704,-1.662426 mu: 2.858848,-1.134898,-1.211464
pos: -0.365000,10.500000,-17.647000 ef_static: -3.924878,-3.377410,2.266207 mu: -2.504449,-4.141565,1.544651
pos: -0.002000,8.289000,-17.643000 ef_static: -1.041437,-0.927369,1.790614 mu: -1.192577,-0.407042,0.181779
pos: 1.523000,11.621000,-16.434000 ef_static: 4.357357,-0.432791,1.899531 mu: 1.278074,-0.431171,1.179606
pos: -0.644121,12.873692,-14.028159 ef_static: -1.978274,-1.776768,3.534353 mu: -0.006553,-0.861410,2.944185
pos: -0.632407,12.824464,-13.977313 ef_static: -2.202989,-1.740127,3.072156 mu: -0.000000,-0.000000,-0.000000
pos: 0.049599,13.212145,-18.920175 ef_static: -0.603835,-1.220624,1.310541 mu: -0.655127,-1.554901,0.531514
pos: -1.084950,13.051008,-18.728511 ef_static: 10.956204,0.863964,1.744911 mu: 8.193113,1.152990,0.943941
pos: -1.014927,13.059582,-18.741674 ef_static: 10.955752,0.596024,1.649433 mu: 0.000000,-0.000000,-0.000000
pos: 2.675000,8.698000,-14.518000 ef_static: -1.395905,-1.185632,-0.504816 mu: -0.866628,-1.080829,0.787126
pos: 3.166000,9.901000,-14.245000 ef_static: 0.039882,-1.196459,-2.395526 mu: -0.217152,-0.930380,-2.188734
pos: 2.814000,11.054000,-14.981000 ef_static: 3.547593,-0.803121,-3.891755 mu: 5.069682,0.201601,-2.839583
pos: 4.278000,12.822000,-14.014000 ef_static: -2.444450,2.839452,0.285420 mu: -2.832552,3.590019,-0.279128
pos: 3.310000,12.356000,-14.815000 ef_static: 0.993839,0.558566,-3.434181 mu: 0.922532,0.561779,-2.456389
pos: 2.923000,12.965000,-15.319000 ef_static: 0.804756,1.109834,-2.383768 mu: -0.034449,0.601656,-0.666571
pos: 6.769635,10.718221,-15.002761 ef_static: -5.513497,0.348281,2.300693 mu: -8.036004,1.524088,2.730045
pos: 7.580380,10.715029,-14.171590 ef_static: -5.142410,-1.087158,-3.149701 mu: -3.555732,-1.003275,-3.869369
pos: 5.958909,10.720433,-15.836939 ef_static: -1.053011,-0.933243,3.322355 mu: -0.117703,-0.723223,1.350412
pos: 7.530817,10.714710,-14.222032 ef_static: -5.426644,-0.985502,-2.905768 mu: -0.000000,0.000000,-0.000000
pos: 6.009466,10.719745,-15.786495 ef_static: -1.266096,-0.803186,3.425604 mu: 0.000000,0.000000,-0.000000
pos: 10.494697,12.972487,-14.821079 ef_static: 0.103913,-0.593880,1.506786 mu: 0.070697,-0.609796,1.412322
pos: 10.778961,12.121591,-15.562013 ef_static: 0.274781,-0.209284,1.359503 mu: 0.001260,-0.016496,0.779217
pos: 10.761886,12.174885,-15.517391 ef_static: 0.191480,-0.190266,1.431254 mu: -0.000000,0.000000,0.000000
pos: -8.388000,-11.216000,-8.488000 ef_static: 0.050158,0.538805,0.320356 mu: 0.564831,-0.101718,0.069549
pos: -8.790000,-8.889000,-8.364000 ef_static: 0.422425,1.051456,-1.137328 mu: 0.391802,0.641955,-0.973395
pos: -7.691000,-11.033000,-9.682000 ef_static: -1.201475,1.680757,0.438580 mu: -0.278993,2.758094,-0.016806
pos: -7.097000,-12.112000,-10.303000 ef_static: -3.052671,0.436675,0.055660 mu: -2.053712,0.956757,0.442055
pos: -5.814000,-12.641000,-12.360000 ef_static: -0.569760,-1.502380,-2.488196 mu: 0.494165,-1.277151,-2.126677
pos: -6.406000,-11.817000,-11.500000 ef_static: -3.782268,-0.947902,-1.787668 mu: -1.730648,-1.802250,-1.260914
pos: -4.949000,-12.035000,-13.184000 ef_static: 0.685190,-2.225754,-2.460003 mu: 0.803212,-1.817782,-1.640382
pos: -7.625000,-10.166000,-10.066000 ef_static: 0.472331,3.207790,0.026436 mu: 0.857033,1.352473,-0.339556
pos: -3.782000,-9.992000,-13.527000 ef_static: 2.824400,-2.601649,-5.423429 mu: 1.159176,-0.700562,-2.422344
pos: -6.361000,-10.963000,-11.705000 ef_static: -5.863635,1.059314,-1.644029 mu: -1.648657,-0.031590,-0.243227
pos: -3.962413,-9.562074,-10.504782 ef_static: 4.120826,10.538755,-6.551637 mu: 3.983656,11.393191,-7.870054
pos: -4.880855,-8.849438,-10.454162 ef_static: 9.000887,4.986381,-5.333562 mu: 5.413138,1.733217,-2.853043
pos: -3.046970,-10.275703,-10.557408 ef_static: 0.133597,7.190235,-3.952649 mu: -1.947283,3.671994,-1.574093
pos: -4.825015,-8.893658,-10.456894 ef_static: 9.058592,5.558102,-5.489449 mu: -0.000000,-0.000000,0.000000
pos: -3.102815,-10.230475,-10.551679 ef_static: 0.372693,7.340088,-4.139864 mu: -0.000000,-0.000000,0.000000
pos: 1.921416,-12.680899,-11.618112 ef_static: 2.538816,-0.039684,3.508358 mu: 1.232699,-0.559392,3.614774
pos: 1.914186,-12.723183,-11.560347 ef_static: 2.348744,-0.302438,3.658080 mu: -0.000000,-0.000000,0.000000
pos: 1.850864,-9.357428,-13.276377 ef_static: 0.713937,-4.779430,-4.295897 mu: 2.187475,-4.161613,-6.054890
pos: 2.391929,-9.233782,-12.253950 ef_static: -2.248808,-2.968481,-3.480793 mu: -2.462870,-1.163296,-3.000602
pos: 2.358740,-9.242761,-12.316854 ef_static: -1.964671,-3.377028,-3.538030 mu: 0.000000,-0.000000,-0.000000
pos: 7.818000,-13.139000,-8.532000 ef_static: -0.847868,-0.310014,-1.592541 mu: -2.483015,-0.807643,-2.660437
pos: 7.146000,-13.303000,-9.695000 ef_static: -0.207732,-0.076167,-3.188107 mu: -0.382721,0.063318,-4.461612
pos: 5.435000,-12.033000,-13.289000 ef_static: 0.903208,2.566808,3.469296 mu: 1.018727,3.493777,2.004292
pos: 5.759000,-10.728000,-13.332000 ef_static: 1.730826,-0.889136,6.019566 mu: 2.812082,0.287249,5.717776
pos: 6.131000,-12.739000,-12.404000 ef_static: 0.564264,3.360384,3.491538 mu: 0.287155,2.952921,1.281520
pos: 7.126000,-10.897000,-8.304000 ef_static: 2.175489,-2.626169,-1.244551 mu: 2.163165,-1.633597,-0.277153
pos: 6.041000,-8.259000,-12.816000 ef_static: 2.166500,-2.536098,-1.627398 mu: 0.366372,-0.535574,-0.697523
pos: 6.708000,-12.564000,-10.096000 ef_static: -0.679778,1.563151,-4.042760 mu: -0.421703,1.216773,-1.096365
pos: 6.398000,-10.502000,-12.774000 ef_static: -1.857950,-1.773269,8.472397 mu: -0.151022,0.201551,3.922536
pos: 4.851175,-9.169066,-10.011285 ef_static: -0.147958,-3.257681,4.578699 mu: -0.730893,-1.635591,4.120494
pos: 5.414325,-9.999298,-10.599035 ef_static: -1.740896,-0.651901,12.385077 mu: -1.543427,1.009306,9.529741
pos: 4.290034,-8.340835,-9.420544 ef_static: 2.411793,-5.081338,-0.060152 mu: 2.097090,-2.988303,-0.869847
pos: 5.378950,-9.948720,-10.562807 ef_static: -1.511907,-0.810908,11.787556 mu: -0.000000,0.000000,-0.000000
pos: 4.323411,-8.391416,-9.458774 ef_static: 2.094130,-4.771816,0.323060 mu: -0.000000,0.000000,0.000000
pos: 11.214000,-8.390000,-8.488000 ef_static: 0.000000,0.000000,0.000000 mu: -0.494641,0.092269,-0.419352
pos: 8.887000,-8.792000,-8.365000 ef_static: 1.216806,-0.333605,0.300975 mu: 1.161522,0.096611,-0.371806
pos: -13.137000,-7.820000,-8.532000 ef_static: 1.321408,1.498634,-0.979459 mu: 0.141145,1.379971,-1.780187
pos: -13.301000,-7.148000,-9.695000 ef_static: 2.640434,1.768770,-0.270684 mu: 3.255485,2.082675,-1.743370
pos: -12.031000,-5.437000,-13.289000 ef_static: -1.468753,-2.098082,0.521334 mu: -2.328548,-1.167253,-0.047928
pos: -10.726000,-5.761000,-13.332000 ef_static: -1.329106,-3.334071,-0.903599 mu: -1.643473,-1.557157,-0.965563
pos: -12.737000,-6.133000,-12.404000 ef_static: 0.688437,-0.513524,2.235246 mu: 0.405850,0.110122,1.813136
pos: -10.895000,-7.128000,-8.304000 ef_static: -1.137328,2.957228,-3.776326 mu: -0.663944,2.132103,-2.444932
pos: -8.257000,-6.043000,-12.816000 ef_static: 2.984373,-2.630421,-0.465207 mu: 0.636337,-0.720640,-0.252988
pos: -12.562000,-6.709000,-10.096000 ef_static: 6.025908,5.056912,0.688874 mu: 2.528277,2.253899,-0.211148
pos: -10.500000,-6.400000,-12.774000 ef_static: -1.566605,-2.586796,1.205974 mu: -0.382335,-0.342436,0.442457
pos: -10.255060,-3.860292,-10.204086 ef_static: -0.828966,-2.220125,4.209923 mu: -3.022368,-3.927458,1.974276
pos: -10.810586,-4.869353,-10.046784 ef_static: 1.198954,-7.605107,10.081296 mu: 0.946997,-5.931966,6.913837
pos: -9.700543,-2.850248,-10.357387 ef_static: -2.964054,-3.922065,5.070761 mu: -2.926931,-3.699799,3.048162
pos: -10.776861,-4.807166,-10.056556 ef_static: 1.010163,-7.351871,9.666404 mu: -0.000000,-0.000000,-0.000000
pos: -9.735264,-2.912430,-10.350616 ef_static: -2.725500,-3.669757,4.968561 mu: 0.000000,-0.000000,-0.000000
pos: -4.243000,-6.173000,-11.516000 ef_static: -3.304176,-0.407307,1.098059 mu: -6.247902,-1.567600,3.941471
pos: -3.178000,-4.650000,-13.390000 ef_static: -1.000009,0.288240,0.159023 mu: -1.683351,-0.633887,2.148205
pos: -4.400000,-3.353000,-11.231000 ef_static: -2.411701,0.158051,-0.827135 mu: -2.182054,-0.016737,-0.177237
pos: -4.545000,-4.450000,-10.656000 ef_static: -1.900557,0.398457,-0.819002 mu: -0.642080,0.554404,-0.261291
pos: -5.856000,-5.876000,-12.584000 ef_static: -0.323816,0.196141,0.662812 mu: -0.558664,-0.280159,0.323458
pos: -3.803000,-7.686000,-12.682000 ef_static: -2.691432,5.095521,-3.127391 mu: -1.125946,5.163758,-4.554357
pos: -3.853000,-3.138000,-12.369000 ef_static: -1.945334,0.527622,-0.625939 mu: -0.978855,0.225860,0.045316
pos: -5.710000,-3.173000,-8.955000 ef_static: -0.162502,0.950936,-1.059884 mu: -0.097912,0.505668,-0.163645
